vuln_id,whitelist,package,version_local,version_local_regex,version_nixpkgs,version_upstream,comment,review_comment
CVE-2018-7263,True,libmad,,,,,"Incorrect package association: Nixpkgs investigation identified CVE-2018-7263 as an mpg321 issue rather than a libmad issue; this target contains libmad through SoX/GStreamer and does not contain mpg321.",
(CVE-2024-44080|CVE-2024-44081),True,jitsi-meet,1.0.9365,,,,"No target impact: jitsi-meet is only a build input of element-web and the resulting output copies libs/external_api.min.js without retaining the Jitsi Meet runtime. The advisories affect Giphy/chat/shared-video URL rendering in the full Jitsi application and not the copied external API bundle.",
(CVE-2026-56389|CVE-2026-56390),True,bison,3.8.2,,,,"Build-time-only tool: Bison occurs in compiler/bootstrap derivation paths and is absent from the target runtime closure. Both CVEs require processing an attacker-controlled grammar, while this build uses pinned grammar inputs.",
(CVE-2026-11972|CVE-2026-11940|CVE-2026-15308|CVE-2026-19672|CVE-2025-15366|CVE-2025-15367|CVE-2026-0864|CVE-2026-12003|CVE-2026-4360|CVE-2026-15310|CVE-2026-18503|CVE-2026-6879),True,python,3.14.6,,,,Build-time-only dependency through stdenv and firmware/header-generation derivations; absent from the target runtime closure.,
(CVE-2026-19672|CVE-2025-15367|CVE-2026-4360|CVE-2026-15310),True,python3,3.13.15,,,,Build-time-only dependency through pinned font-generation derivations; absent from the target runtime closure. CVE-2026-4360 is also fixed in this version.,
(CVE-2026-19672|CVE-2025-15367|CVE-2026-4360|CVE-2026-15310),True,python3,3.14.7,,,,"Build-time-only dependency through Mesa, Parted, OVMF, and libsndfile build paths; absent from the target runtime closure. CVE-2026-4360 is also fixed in this version.",
(CVE-2026-15806|CVE-2026-17084),True,python,3.14.6,,,,Build-time-only dependency through stdenv and firmware/header-generation derivations; absent from the target runtime closure.,
(CVE-2026-15806|CVE-2026-17084),True,python3,3.13.15,,,,Build-time-only dependency used to generate packaged JetBrains Mono fonts; absent from the target runtime closure.,
(CVE-2026-15806|CVE-2026-17084),True,python3,3.14.7,,,,Target-specific unreachable code: the retained interpreter only serves fixed local Chrome-extension files with http.server; the affected urllib password-manager and IDNA stringprep paths are not used.,
CVE-2026-64830,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe for H.264/VP9/AV1 surface compression; this CVE affects the VobSub subtitle demuxer in libavformat which Waypipe does not use.",
CVE-2026-64831,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe for H.264/VP9/AV1 surface compression; this CVE affects the Vulkan HEVC decoder and Waypipe does not support HEVC.",
CVE-2026-64832,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe for H.264/VP9/AV1 surface compression; this CVE affects the NVIDIA NVDEC decoder which Waypipe does not select.",
CVE-2026-64835,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe for video surface compression; this CVE affects the ADX audio decoder and Waypipe has no audio codec path.",
CVE-2026-66036,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe through libavcodec/libavutil; this CVE affects the hqdn3d filter in libavfilter which Waypipe does not use.",
CVE-2026-66039,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe for video surface compression; this CVE affects the MACE6 audio decoder and Waypipe has no audio codec path.",
CVE-2026-66040,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe for H.264/VP9/AV1 surface compression; this CVE affects PNG/APNG encoding with crafted EXIF input and Waypipe does not use that encoder.",
CVE-2026-66041,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe through libavcodec/libavutil; this CVE affects the quirc filter in libavfilter and quirc is not enabled in the exact FFmpeg derivation.",
(CVE-2026-3441|CVE-2026-3442|CVE-2026-6844|CVE-2026-6845|CVE-2026-6846|CVE-2025-69649|CVE-2025-69650|CVE-2025-69652|CVE-2026-4647),True,binutils,2.46,,,,"Build-time-only toolchain dependency: binutils occurs through stdenv and bpftools build paths and is absent from the target runtime closure. Exploitation requires processing attacker-controlled XCOFF or ELF inputs with the linker or readelf; the build inputs are pinned. CVE-2025-69650 is additionally disputed as affecting only prerelease code.",
(OSV-2026-350|OSV-2026-973|OSV-2026-987),True,binutils,2.46,,,,Build-time-only toolchain dependency processing pinned object files in stdenv and BPF-tool build paths; the BFD and disassembler tools are absent from the target runtime closure.,
CVE-2025-69651,True,binutils,2.46,,,,False positive: the CVE is disputed because the behavior occurred only in prerelease code and did not affect any tagged release.,
CVE-2026-25541,True,bytes,1.11.0,,,,"Build-time-only dependency: the Rust bytes crate occurs below Kitty/Furo dependency generation and is absent from the target runtime closure. The vulnerable BytesMut reserve path cannot receive target input.",
(CVE-2026-55893|CVE-2026-55894|CVE-2026-49263|CVE-2026-49282),True,capstone,5.0.9,,,,Build-time-only dependency below the QEMU image builder; absent from the target runtime closure and cannot receive attacker-controlled disassembly input.,
CVE-2026-16554,True,cjson,1.7.19,,,,"Architecture mismatch: the integer overflow requires a 32-bit size_t while this target and the scanned cJSON derivation are x86_64-linux.",
(CVE-2026-67215|CVE-2026-67216|CVE-2026-67217),True,cjson,1.7.19,,,,No target impact: cJSON occurs only below the QEMU image builder through PipeWire/FFmpeg/librist and is absent from the target runtime closure.,
CVE-2026-6507,True,dnsmasq,2.93,,,,"False positive: the vulnerability was introduced in prerelease 2.92test20 and fixed in 2.93test9; the scanned final 2.93 release contains the fix.",
(CVE-2026-56113|CVE-2026-56114|CVE-2026-56116|CVE-2026-56117),True,dhcpcd,10.3.2,,,,Target-specific unreachable code: Ghaf uses NetworkManager's internal DHCP implementation and neither configures nor runs dhcpcd.,
CVE-2026-64833,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe for H.264/VP9/AV1 surface compression; this CVE affects the S/PDIF audio muxer which Waypipe does not use.",
CVE-2026-64834,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe for direct video encoding and decoding; this CVE affects the RTP/ASF demuxer which Waypipe does not use.",
CVE-2026-65703,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe for H.264/VP9/AV1 surface compression; this CVE affects the TDSC decoder which Waypipe does not use.",
CVE-2026-65704,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe for direct video encoding and decoding; this CVE requires an ffconcat/TY demuxer and Shorten audio decoder path which Waypipe does not use.",
CVE-2026-65705,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe through libavcodec/libavutil; this CVE affects the floodfill filter in libavfilter which Waypipe does not use.",
CVE-2026-65706,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe through libavcodec/libavutil; this CVE affects the swaprect filter in libavfilter which Waypipe does not use.",
CVE-2026-70628,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe for H.264/VP9/AV1 surface compression; this CVE affects the DVB subtitle parser which Waypipe does not use.",
CVE-2026-70629,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe for H.264/VP9/AV1 surface compression; this CVE affects the RSCC decoder which Waypipe does not use.",
CVE-2026-70630,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe for H.264/VP9/AV1 surface compression; this CVE affects the Screenpresso/SPV1 decoder which Waypipe does not use.",
CVE-2026-70631,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe for H.264/VP9/AV1 surface compression; this CVE affects the TIFF decoder which Waypipe does not use.",
CVE-2026-70632,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe for H.264/VP9/AV1 surface compression; this CVE affects the CFHD decoder which Waypipe does not use.",
CVE-2026-66037,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe through libavcodec/libavutil/libswscale; this CVE affects the IAMF demuxer in libavformat which Waypipe does not use.",
CVE-2026-66038,True,ffmpeg,8.1.2,,,,"Target-specific unreachable code: FFmpeg is consumed only by Waypipe for H.264/VP9/AV1 surface compression; this CVE affects the LCL/ZLIB decoder which Waypipe does not select.",
(CVE-2025-15276|CVE-2025-15277|CVE-2025-15278),True,fontforge,20251009,,,,"Build-time-only dependency: FontForge is used to generate DejaVu fonts from pinned source inputs and is absent from the target runtime closure. The CVEs require opening attacker-controlled SFD, SGI, or XBM files.",
CVE-2026-58459,True,gpsd,3.27.5,,,,"No target impact: the command injection is confined to gpsprof generating a gnuplot title. Ghaf runs gpsd and gpspipe/gpswebsock but does not invoke gpsprof or a gnuplot rendering workflow.",
CVE-2021-30499,True,libcaca,0.99.beta20,,,,"False positive: upstream libcaca 0.99.beta20 includes the buffer-overflow fix for CVE-2021-30499 in its release history.",
CVE-2022-0856,True,libcaca,0.99.beta20,,,,"No target impact: the CVE affects the img2txt command in libcaca's separate binary output. Ghaf reaches only the library output through the GStreamer cacasink plugin, so the vulnerable command is absent from the target.",
(CVE-2022-33065|CVE-2025-52194|CVE-2026-37555|CVE-2024-50612|CVE-2024-50613|CVE-2025-56226),True,libsndfile,1.2.2,,,,"Build-time-only dependency: libsndfile occurs only below the QEMU image builder through PulseAudio and is absent from the target runtime closure. Exploitation requires processing crafted audio files while this build uses pinned inputs.",
CVE-2023-46361,True,jbig2dec,0.20,,,,"Build-time-only dependency: jbig2dec occurs through Ghostscript/Xvfb while building OVMF and is absent from the target runtime closure. The reported crash additionally affects the jbig2dec command-line tool.",
(CVE-2026-24845|CVE-2026-28407),True,malcontent,0.13.1,,,,Incorrect package: the CVEs affect Chainguard's Go-based malware scanner named malcontent and not the scanned GNOME parental-controls library.,
CVE-2020-18781,True,audiofile,0.3.6,,,,Build-time-only dependency below the QEMU image builder; sfconvert is absent from the target runtime and does not process target input.,
CVE-2025-50422,True,cairo,1.18.4,,,,Build-time-only dependency in QEMU and firmware-generation paths; absent from the target runtime closure.,
OSV-2023-298,False,cairo,1.18.4,,,,,Still relevant: the affected Cairo version is retained by Chrome and desktop rendering components that process untrusted graphics.
CVE-2023-7216,True,cpio,2.15,,,,Build-time-only dependency in the SystemTap firmware path; it does not extract attacker-controlled archives.,
(CVE-2026-56288|CVE-2026-56289),True,patch,2.8,,,,Build-time-only stdenv tool processing pinned source patches; absent from the target runtime closure.,
(CVE-2024-58251|CVE-2025-46394),True,busybox,1.37.0,,,,Build-time-only image-builder initrd and Nix test dependency; absent from the resulting Ghaf runtime.,
(CVE-2025-8262|CVE-2025-9308),True,yarn,1.22.22,,,,Build-time-only dependency used to build sticky-notes; Yarn is not retained in the target runtime.,
CVE-2026-35094,True,libinput,1.31.3,,,,Target-specific unreachable code: exploitation requires installing and loading a malicious Lua plugin from trusted system directories; Ghaf deploys no libinput Lua plugins.,
CVE-2026-32772,True,inetutils,2.7,,,,Target-specific unreachable code: Ghaf's URL-fetcher wrapper uses ping only; the vulnerable telnet NEW_ENVIRON handler is never invoked.,
CVE-2025-2588,True,augeas,1.14.1,,,,Target-specific unreachable code: exploitation requires compiling an attacker-controlled malformed regex or lens; Ghaf and SSSD use trusted packaged lenses.,
OSV-2020-1540,True,augeas,1.14.1,,,,Target-specific unreachable input: the affected expression evaluator consumes Augeas lens expressions; Ghaf and SSSD load only trusted packaged lenses.,
CVE-2026-13757,True,p11-kit,0.26.2,,,,"No target impact: exploitation requires requests to a running p11-kit RPC server Unix socket. Ghaf neither configures nor launches p11-kit server; this derivation is reached through build and library dependencies.",
OSV-2023-197,True,p11-kit,0.26.2,,,,Target-specific unreachable code: the affected handler is in the p11-kit RPC server and Ghaf neither configures nor launches that server.,
(OSV-2024-112|OSV-2024-914),True,boost,1.89.0,,,,Target-specific unreachable input: Ghaf does not parse attacker-controlled Boost Graphviz data or regex-format strings; retained Nix regex replacement uses fixed patterns and trusted store configuration.,
OSV-2022-312,False,dnsmasq,2.93,,,,,Still relevant: the affected dnsmasq is retained through NetworkManager and Blueman and the vulnerable DHCP reply parser can process network input.
OSV-2024-678,True,flac,1.5.0,,,,Target-specific unreachable code: the defect is in FLAC replay-gain synthesis; retained Chrome and GStreamer consumers use libFLAC decoding and do not invoke that processing path.,
OSV-2026-962,False,harfbuzz,13.2.1,,,,,Still relevant: the affected HarfBuzz version is retained by Chrome and desktop text-rendering components that can process untrusted fonts.
OSV-2022-882,True,hunspell,1.7.3,,,,"Target-specific unreachable input: the affdic fuzzer supplies attacker-controlled .aff and .dic files, while Ghaf WebKit spell-checking loads trusted packaged dictionaries.",
(OSV-2023-1307|OSV-2023-877),True,libbpf,1.7.0,,,,Target-specific unreachable input: the affected BTF and struct_ops parsers consume BPF objects; Ghaf's systemd path uses only privileged configuration and trusted packaged BPF artifacts.,
(OSV-2020-2308|OSV-2023-1129),False,libheif,1.23.1,,,,,Still relevant: the affected libheif is retained by ImageMagick and can process untrusted HEIF images.
(OSV-2022-608|OSV-2022-725|OSV-2026-564|OSV-2026-711),False,libjxl,0.12.0,,,,,Still relevant: the affected libjxl is retained by WebKit and ImageMagick and can process untrusted JPEG XL images.
OSV-2024-395,False,libpcap,1.10.6,,,,,Still relevant: the affected libpcap is retained by packet-processing tools and can receive untrusted packet data.
OSV-2025-202,False,librsvg,2.62.3,,,,,Still relevant: the affected librsvg is retained by desktop and GStreamer components that can render untrusted SVG content.
(OSV-2024-1164|OSV-2026-568),False,libultrahdr,1.4.0,,,,,Still relevant: the affected libultrahdr is retained by ImageMagick and can process untrusted Ultra HDR images.
(OSV-2026-55|OSV-2026-97),False,libvpx,1.16.0,,,,,Still relevant: the affected libvpx is retained by Chrome and FFmpeg consumers with reachable video-encoding paths.
(OSV-2024-698|OSV-2026-565),False,libxml2,2.15.3,,,,,Still relevant: the affected libxml2 is retained by Chrome and desktop components that can parse untrusted XML.
(CVE-2013-6393|CVE-2014-2525),True,libyaml,0.1.4,,,,Incorrect component: this is Haskell libyaml 0.1.4 used by Pandoc; it links the separately scanned C libyaml 0.2.5 that these CVEs concern.,
OSV-2022-126,False,md4c,0.5.3,,,,,Still relevant: md4c is retained through QtBase and the vulnerable Markdown parser can process application-provided text.
OSV-2025-219,False,openjpeg,2.5.4,,,,,Still relevant: the affected OpenJPEG is retained by the document and media stack and can decode untrusted JPEG 2000 content.
(OSV-2022-1188|OSV-2022-1201|OSV-2023-395),False,opensc,0.27.1,,,,,Still relevant: OpenSC is installed in the target and parses smart-card-controlled data; OSV still lists 0.27.1 affected and provides no upstream fix.
OSV-2026-203,True,shaderc,2026.1,,,,Target-specific unreachable input: retained Oculante compiles only packaged internal shader sources; Waypipe and GTK use shaderc only while building.,
CVE-2026-13346,True,pip,20.3.4-source,,,,"Build-time source artifact: this is a fetched legacy pip source used by a build hook while producing xdg-utils, not a target runtime package. It never downloads from a malicious package index in the target.",
CVE-2026-2340,True,samba,4.23.10,,,,"False positive: Samba fixed the vfs_worm overwrite flaw in 4.23.8 and the scanned 4.23.10 release includes that fix. Ghaf also consumes Samba only as an SMB client through GVfs, not as a vfs_worm server.",
CVE-2020-27748,True,xdg-utils,1.2.1,,,,"Target-specific unreachable code: exploitation requires xdg-email to pass a crafted mailto attachment to Thunderbird. This Ghaf target contains neither Thunderbird nor an xdg-email caller.",
CVE-2023-1386,True,qemu,11.1.0,,,,"Build-time-only tool: QEMU is used by the disk-image derivation and is not shipped in the target. The CVE requires a malicious guest user and a writable 9pfs passthrough setup with unusual SUID/SGID file permissions; the trusted image build provides no such attacker boundary.",
CVE-2021-20255,True,qemu,11.1.0,,,,Build-time-only tool: QEMU is used by the disk-image derivation and is not shipped in the target.,
CVE-2022-43357,True,sassc,3.6.2,,,,"False positive: the vulnerable code is in prerelease libsass 3.6.5-8-g210218, while Nixpkgs sassc 3.6.2 links fixed libsass 3.6.6. Sass compilation is also confined to the build closure.",
CVE-2018-1000035,True,unzip,6.0,,,,"Build-time-only tool: unzip is used to unpack pinned build inputs and is absent from the target runtime closure. It does not process attacker-controlled password-protected archives in this build.",
CVE-2021-39205,True,jitsi-meet,,1\.0\.(?:61(?:7[3-9]|[8-9][0-9])|6[2-9][0-9]{2}|[7-9][0-9]{3}|[1-9][0-9][0-9][0-9][0-9]+).*,,,False positive: Jitsi Meet build 6173 and later include the moderation-bypass fix for this advisory.,
CVE-2021-33506,True,jitsi-meet,,1\.0\.(?:61(?:7[3-9]|[8-9][0-9])|6[2-9][0-9]{2}|[7-9][0-9]{3}|[1-9][0-9][0-9][0-9][0-9]+).*,,,False positive: Jitsi Meet 2.0.5963-1 and later include the restrict-room-creation default fix for this advisory.,
(CVE-2026-73433|CVE-2026-12892|CVE-2026-12891),True,gstreamer,,1\.28\.(?:[6-9]|[1-9][0-9]+).*,,,False positive: GStreamer 1.28.6 or later in the 1.28 branch is fixed for these advisories.,
(CVE-2026-59890|CVE-2025-47273|CVE-2022-40897),True,setuptools,,.*-source,,,No target impact: scanned component is a fetched setuptools source artifact in the build-time graph rather than a target runtime package.,
(CVE-2026-59851|CVE-2026-59850|CVE-2026-59849|CVE-2026-59848|CVE-2026-59847|CVE-2026-59846|CVE-2026-59845|CVE-2026-59844|CVE-2026-59843|CVE-2026-59842|CVE-2026-15370),True,libssh,,0\.12\..*,,,False positive: scanner package-version data marks libssh 0.12.x outside the affected range for these exact CVEs.,
(CVE-2026-58521|CVE-2026-58519|CVE-2026-39841|CVE-2026-39840|CVE-2026-39839|CVE-2026-39837|CVE-2026-14363),True,cargo,,1\..*,,,"Incorrect package: advisories affect the MediaWiki Cargo extension, not Rust cargo.",
(CVE-2026-57432|CVE-2026-13221|CVE-2026-8376),True,perl,,.*-env,,,Build-environment artifact: scanner component is a Perl env output; real Perl runtime rows remain active for these CVEs.,
(CVE-2026-57432|CVE-2026-13221|CVE-2026-8376),True,perl,,.*-binlore,,,Generated buildtime-only artifact: binlore output is present with build-time scanning but absent from the runtime closure scan.,
(CVE-2026-55655|CVE-2026-55654|CVE-2026-55653|CVE-2026-3497|CVE-2014-9278|CVE-2008-3844),True,openssh,10.5p1,,,,"Downstream/product mismatch: the record applies to Red Hat/Ubuntu-specific packages or patches, not upstream Nixpkgs OpenSSH.",
(CVE-2026-44777|CVE-2026-39979|CVE-2026-33948),True,jq,,1\.8\.(?:[2-9]|[1-9][0-9]+)(?:-binlore)?,,,False positive: jq 1.8.2+ includes the upstream fixes for these exact CVEs; binlore rows are generated build-time artifacts.,
(CVE-2026-42505|CVE-2026-42501|CVE-2026-42499|CVE-2026-39836|CVE-2026-39826|CVE-2026-39825|CVE-2026-39823|CVE-2026-39822|CVE-2026-39820|CVE-2026-39819|CVE-2026-39817|CVE-2026-33814),True,go,,1\..*-bootstrap,,,Build-time bootstrap artifact: Go bootstrap toolchain derivations are build-closure-only artifacts; non-bootstrap Go rows remain active.,
(CVE-2026-33811|CVE-2026-32289|CVE-2026-32288|CVE-2026-32283|CVE-2026-32282|CVE-2026-32281|CVE-2026-32280|CVE-2026-27144|CVE-2026-27143|CVE-2026-27142|CVE-2026-27140|CVE-2026-27139),True,go,,1\..*-bootstrap,,,Build-time bootstrap artifact: Go bootstrap toolchain derivations are build-closure-only artifacts; non-bootstrap Go rows remain active.,
CVE-2026-25679,True,go,,1\..*-bootstrap,,,Build-time bootstrap artifact: Go bootstrap toolchain derivations are build-closure-only artifacts; non-bootstrap Go rows remain active.,
(CVE-2026-42010|CVE-2026-42009|CVE-2026-33845|CVE-2026-3833|CVE-2026-3832|CVE-2026-1584|CVE-2025-32990|CVE-2025-32989),True,gnutls,,3\.8\.(?:1[3-9]|[2-9][0-9]).*,,,False positive: scanner package-version data marks GnuTLS 3.8.13+ outside the affected range for these exact CVEs.,
(CVE-2026-41992|CVE-2026-41991|CVE-2022-1271|CVE-2010-0001|CVE-2009-2624|CVE-2005-1228|CVE-2005-0988|CVE-2005-0758|CVE-2004-1349|CVE-2004-0603|CVE-2003-0367|CVE-2001-1228),True,gzip,,1\.2\..*,,,Build-time bootstrap artifact: gzip 1.2.x bootstrap derivations are build-closure-only artifacts; current gzip rows remain active separately.,
(CVE-2026-41988|CVE-2026-41907),True,uuid,,1\..*,,,"Incorrect package: CVEs affect uuidjs/uuid, not the Rust uuid crate.",
(CVE-2026-30838|CVE-2019-10010),True,commonmark,,0\..*,,,"Incorrect package: CVEs affect PHP league/commonmark, not the Haskell commonmark package.",
CVE-2026-27820,True,zlib,,1\..*,,,"Incorrect package: CVE affects Ruby zlib extension, not the scanned zlib component.",
CVE-2026-27820,True,zlib,,0\..*,,,"Incorrect package: CVE affects Ruby zlib extension, not the scanned zlib component.",
(CVE-2026-26056|CVE-2026-26055),True,yoke,,0\..*,,,"Incorrect package: CVEs affect yokecd/Yoke ATC, not the Rust yoke crate.",
